keep,rand,default,loan_amount,emp_length,home_ownership,income,loan_purpose,debt_to_income,credit_score,recent_inquiry,delinquent,credit_accounts,bad_public_record,credit_utilization,past_bankrupt
1,0.157964245,0,LOW,< 2 years,OWN,HIGH,other,AVERAGE,LOW,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
0,0.623364626,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
1,0.069021718,0,MEDIUM,2 - 5 years,OWN,MEDIUM,house,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
1,0.888096814,1,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.857175123,0,MEDIUM,2 - 5 years,RENT,LOW,home_improvement,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
0,0.241789793,0,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.008743345,0,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
1,0.733529619,1,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,YES,MEDIUM,YES
0,0.985387718,0,LOW,2 - 5 years,RENT,LOW,vacation,HIGH,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
1,0.365383379,1,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.602398259,0,LOW,< 2 years,RENT,LOW,small_business,HIGH,HIGH,NO,NEVER,FEW,NO,LOW,NO
0,0.601410481,0,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.991503488,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,car,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,LOW,NO
0,0.570758237,0,LOW,< 2 years,MORTGAGE,LOW,other,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
0,0.524791409,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.914187416,0,MEDIUM,2 - 5 years,OWN,MEDIUM,credit_card,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.189542406,0,HIGH,2 - 5 years,RENT,HIGH,credit_card,LOW,LOW,NO,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
1,0.057313743,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.198648749,0,MEDIUM,6 - 9 years,MORTGAGE,HIGH,credit_card,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
0,0.822482005,0,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.069150092,0,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
1,0.016258481,0,LOW,2 - 5 years,RENT,LOW,medical,LOW,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.934213045,0,LOW,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.515237942,0,HIGH,6 - 9 years,RENT,HIGH,medical,HIGH,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
1,0.104486213,0,MEDIUM,6 - 9 years,RENT,MEDIUM,wedding,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
0,0.510949459,0,LOW,2 - 5 years,MORTGAGE,MEDIUM,major_purchase,LOW,HIGH,YES,NEVER,MANY,NO,LOW,NO
0,0.467134741,0,LOW,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
0,0.51628229,0,MEDIUM,6 - 9 years,MORTGAGE,LOW,major_purchase,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,LOW,NO
1,0.103616243,1,HIGH,6 - 9 years,RENT,LOW,small_business,LOW,HIGH,NO,NEVER,MANY,NO,LOW,NO
1,0.395487564,1,HIGH,2 - 5 years,OWN,HIGH,debt_consolidation,LOW,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
0,0.681735926,0,LOW,6 - 9 years,RENT,LOW,other,AVERAGE,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.788113249,0,LOW,10+ years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
0,0.987014768,0,MEDIUM,2 - 5 years,MORTGAGE,LOW,major_purchase,LOW,AVERAGE,NO,NEVER,FEW,NO,LOW,NO
0,0.9308451,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
1,0.076882081,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.916014594,0,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,NO,MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
1,0.070731148,0,MEDIUM,6 - 9 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.876251425,0,MEDIUM,6 - 9 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.574344388,0,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.494951162,0,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
0,0.670039345,0,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,HIGH,LOW,NO,NEVER,MANY,NO,HIGH,NO
0,0.386234549,0,MEDIUM,6 - 9 years,RENT,LOW,other,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
1,0.052515523,0,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.082130683,0,MEDIUM,10+ years,MORTGAGE,HIGH,vacation,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
1,0.11133459,0,HIGH,2 - 5 years,MORTGAGE,HIGH,house,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.515007311,0,MEDIUM,2 - 5 years,RENT,HIGH,other,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
0,0.847206892,0,HIGH,10+ years,RENT,MEDIUM,other,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.362083856,0,LOW,6 - 9 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.81445338,0,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.294288127,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.241196103,0,MEDIUM,6 - 9 years,RENT,LOW,debt_consolidation,AVERAGE,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.530267321,0,LOW,< 2 years,MORTGAGE,LOW,home_improvement,LOW,LOW,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.437425998,0,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.268870814,0,MEDIUM,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.64716135,1,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,LOW,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.380335537,0,LOW,2 - 5 years,RENT,MEDIUM,other,LOW,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
1,0.822624686,1,HIGH,< 2 years,RENT,HIGH,debt_consolidation,LOW,LOW,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.6248345,0,LOW,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,LOW,NO
0,0.494697407,0,HIGH,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,LOW,NO,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
1,0.316506233,1,LOW,10+ years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.802766493,0,LOW,< 2 years,RENT,MEDIUM,debt_consolidation,LOW,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.82265436,0,HIGH,2 - 5 years,MORTGAGE,HIGH,credit_card,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
0,0.418560844,0,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
0,0.700234352,0,HIGH,2 - 5 years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.651222881,0,LOW,2 - 5 years,RENT,LOW,home_improvement,HIGH,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.782565539,0,HIGH,2 - 5 years,RENT,HIGH,wedding,LOW,AVERAGE,NO,MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
0,0.609833529,0,LOW,6 - 9 years,MORTGAGE,HIGH,car,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.710950866,0,HIGH,6 - 9 years,OWN,HIGH,debt_consolidation,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.377243602,0,HIGH,2 - 5 years,RENT,MEDIUM,credit_card,LOW,LOW,NO,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.958833006,0,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
0,0.585805055,0,MEDIUM,6 - 9 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.290481937,0,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.326229204,0,HIGH,10+ years,MORTGAGE,HIGH,credit_card,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.666708911,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
1,0.052441355,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,LOW,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.232315708,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,car,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.16330539,1,LOW,10+ years,MORTGAGE,LOW,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
1,0.022296843,1,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
1,0.157596846,1,HIGH,2 - 5 years,RENT,MEDIUM,wedding,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,HIGH,NO
1,0.033614693,0,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
0,0.808064126,0,LOW,6 - 9 years,RENT,MEDIUM,major_purchase,AVERAGE,HIGH,YES,NEVER,FEW,NO,LOW,NO
0,0.617169607,0,MEDIUM,6 - 9 years,RENT,LOW,other,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.113392353,0,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
1,0.11161346,0,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.326395909,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,major_purchase,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
0,0.334196019,0,MEDIUM,10+ years,RENT,HIGH,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.573559385,0,MEDIUM,6 - 9 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
1,0.017921006,0,HIGH,unemployed,OWN,LOW,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
1,0.142063731,0,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.537677957,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.560834611,0,LOW,< 2 years,OWN,LOW,debt_consolidation,LOW,LOW,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.172456676,0,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,HIGH,NO
1,0.043069602,0,HIGH,2 - 5 years,MORTGAGE,MEDIUM,other,HIGH,LOW,NO,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.742972907,0,MEDIUM,10+ years,RENT,LOW,debt_consolidation,LOW,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
1,0.044321678,0,HIGH,< 2 years,MORTGAGE,HIGH,home_improvement,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
0,0.673282222,0,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.02695161,0,HIGH,2 - 5 years,RENT,HIGH,credit_card,HIGH,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.277523687,0,LOW,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.661126162,1,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.492085419,0,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,YES,HIGH,YES
0,0.575685436,0,LOW,10+ years,MORTGAGE,MEDIUM,home_improvement,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.417813062,0,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.785824677,0,LOW,2 - 5 years,RENT,MEDIUM,credit_card,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.455941802,0,MEDIUM,2 - 5 years,MORTGAGE,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.019550422,0,LOW,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
0,0.302982059,0,MEDIUM,2 - 5 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.472115284,0,LOW,10+ years,RENT,LOW,other,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
1,0.001108327,0,HIGH,2 - 5 years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
1,0.04837683,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.166108153,0,HIGH,6 - 9 years,MORTGAGE,HIGH,credit_card,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
1,0.71844725,1,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.741887864,0,LOW,2 - 5 years,RENT,LOW,major_purchase,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.229116697,0,MEDIUM,2 - 5 years,MORTGAGE,HIGH,home_improvement,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
0,0.94508635,0,MEDIUM,2 - 5 years,OWN,LOW,debt_consolidation,HIGH,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
1,0.099738454,0,MEDIUM,2 - 5 years,RENT,HIGH,home_improvement,LOW,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
1,0.030014553,0,LOW,2 - 5 years,RENT,LOW,other,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,LOW,NO
0,0.803966017,0,MEDIUM,2 - 5 years,RENT,MEDIUM,other,HIGH,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
0,0.380225632,0,LOW,2 - 5 years,MORTGAGE,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.565773839,0,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.660198939,0,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
1,0.124718888,0,MEDIUM,6 - 9 years,MORTGAGE,HIGH,credit_card,LOW,AVERAGE,NO,MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
0,0.458983474,0,LOW,< 2 years,RENT,LOW,other,LOW,LOW,YES,NEVER,FEW,NO,LOW,NO
0,0.202852104,0,LOW,6 - 9 years,OWN,MEDIUM,car,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
1,0.056552657,0,MEDIUM,2 - 5 years,RENT,MEDIUM,major_purchase,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.191338475,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.9154728,0,LOW,2 - 5 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
0,0.372473702,0,MEDIUM,2 - 5 years,RENT,MEDIUM,other,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
0,0.812794515,0,MEDIUM,< 2 years,RENT,HIGH,debt_consolidation,AVERAGE,LOW,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
0,0.552620313,0,LOW,10+ years,OWN,MEDIUM,major_purchase,LOW,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.782628527,0,MEDIUM,6 - 9 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.074723521,0,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
0,0.517891807,0,MEDIUM,6 - 9 years,MORTGAGE,HIGH,home_improvement,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.900530128,0,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,LOW,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
1,0.013621448,0,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,LOW,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
1,0.112051007,0,LOW,< 2 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
1,0.886207352,1,HIGH,< 2 years,MORTGAGE,HIGH,credit_card,HIGH,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
0,0.758754807,0,MEDIUM,2 - 5 years,MORTGAGE,HIGH,major_purchase,LOW,HIGH,YES,NEVER,FEW,NO,LOW,NO
0,0.881280683,0,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,YES,MEDIUM,YES
0,0.718890054,0,MEDIUM,10+ years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
1,0.076937314,0,LOW,2 - 5 years,RENT,MEDIUM,wedding,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
0,0.175813665,0,LOW,2 - 5 years,RENT,MEDIUM,other,LOW,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
0,0.232120043,0,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.421082068,0,LOW,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,YES,MORE THAN 2 YEARS AGO,FEW,YES,HIGH,NO
1,0.170559343,1,LOW,2 - 5 years,MORTGAGE,LOW,other,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
0,0.536405918,0,LOW,< 2 years,OWN,LOW,other,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.220597184,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,LOW,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
1,0.697443521,1,MEDIUM,6 - 9 years,RENT,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.745638467,0,MEDIUM,6 - 9 years,RENT,LOW,other,HIGH,LOW,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.18319913,0,MEDIUM,6 - 9 years,MORTGAGE,HIGH,credit_card,HIGH,LOW,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.616819258,0,MEDIUM,< 2 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
1,0.015787486,0,HIGH,< 2 years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
1,0.166415508,0,HIGH,2 - 5 years,RENT,MEDIUM,other,AVERAGE,LOW,YES,NEVER,FEW,NO,LOW,NO
0,0.43433491,0,HIGH,2 - 5 years,MORTGAGE,HIGH,home_improvement,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
1,0.011954755,0,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.265192935,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
1,0.069837371,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,YES,MEDIUM,YES
0,0.512456686,0,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
0,0.97743563,0,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,NO,NEVER,MANY,NO,MEDIUM,NO
1,0.042734569,0,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
1,0.905619505,1,LOW,10+ years,MORTGAGE,MEDIUM,major_purchase,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,YES,MEDIUM,YES
1,0.559950943,1,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,LOW,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.637225752,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
0,0.4046321,0,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
1,0.038525196,0,MEDIUM,< 2 years,OWN,HIGH,small_business,HIGH,HIGH,YES,NEVER,FEW,NO,LOW,NO
0,0.266508435,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,major_purchase,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.685669628,1,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,other,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.891102315,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.20280495,0,MEDIUM,6 - 9 years,MORTGAGE,LOW,car,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,YES,LOW,NO
0,0.864810292,0,LOW,2 - 5 years,RENT,MEDIUM,other,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
1,0.099390624,0,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,HIGH,NO,NEVER,FEW,NO,LOW,NO
1,0.200453401,1,HIGH,2 - 5 years,MORTGAGE,HIGH,home_improvement,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.60616115,0,HIGH,6 - 9 years,MORTGAGE,HIGH,home_improvement,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
0,0.893507075,0,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
